CodigoRecinto,CodigoActa,NroMesa,VotantesHabilitados
1090300370,1090300370001,1,606
1090300370,1090300370002,2,223
1090300370,1090300370003,3,512
1090300370,1090300370004,4,670
1090300370,1090300370005,5,223
1090300370,1090300370006,6,87
1090300370,1090300370007,7,911
1090300370,1090300370008,8,53
1090300370,1090300370009,9,877
1090300370,1090300370010,10,227
1090300370,1090300370011,11,565
1090300370,1090300370012,12,893
1090300370,1090300370013,13,557
1090300370,1090300370014,14,605
1090300384,1090300384001,1,775
1090300384,1090300384002,2,472
1090300384,1090300384003,3,121
1090300384,1090300384004,4,779
1090300384,1090300384005,5,769
1090300384,1090300384006,6,598
1090300384,1090300384007,7,110
1090300384,1090300384008,8,506
1090300384,1090300384009,9,528
1090300384,1090300384010,10,643
1090300384,1090300384011,11,150
1090300384,1090300384012,12,374
1090300396,1090300396001,1,147
1090300396,1090300396002,2,969
1090300396,1090300396003,3,554
1090300396,1090300396004,4,242
1090300396,1090300396005,5,390
1100100401,1100100401001,1,664
1100100401,1100100401002,2,401
1100100401,1100100401003,3,160
1100100401,1100100401004,4,763
1100100401,1100100401005,5,478
1100100401,1100100401006,6,94
1100100401,1100100401007,7,227
1100100401,1100100401008,8,512
1100100401,1100100401009,9,207
1100200410,1100200410001,1,903
1100200410,1100200410002,2,53
1100200410,1100200410003,3,598
1100200410,1100200410004,4,168
1100200410,1100200410005,5,660
1100200410,1100200410006,6,539
1100200410,1100200410007,7,23
1100200417,1100200417001,1,628
1100200417,1100200417002,2,158
1100200417,1100200417003,3,741
1100200417,1100200417004,4,550
1100200417,1100200417005,5,643
1100200417,1100200417006,6,359
2010200423,2010200423001,1,251
2010200423,2010200423002,2,229
2010200423,2010200423003,3,20
2010200423,2010200423004,4,968
2010200423,2010200423005,5,868
2010200423,2010200423006,6,758
2010200423,2010200423007,7,53
2010200423,2010200423008,8,788
2010200423,2010200423009,9,123
2010200423,2010200423010,10,892
2010200423,2010200423011,11,204
2010200423,2010200423012,12,640
2010200423,2010200423013,13,69
2010200423,2010200423014,14,118
2010200423,2010200423015,15,223
2010200423,2010200423016,16,935
2010200423,2010200423017,17,789
2010200423,2010200423018,18,336
2010200441,2010200441001,1,898
2010200441,2010200441002,2,457
2010200441,2010200441003,3,734
2010400444,2010400444001,1,190
2010400444,2010400444002,2,980
2010400444,2010400444003,3,341
2010400444,2010400444004,4,812
2010400444,2010400444005,5,359
2010400449,2010400449001,1,673
2010400449,2010400449002,2,569
2010400449,2010400449003,3,755
2010400449,2010400449004,4,135
2010400449,2010400449005,5,616
2010400449,2010400449006,6,67
2010400449,2010400449007,7,803
2010400449,2010400449008,8,661
2010400449,2010400449009,9,468
2010400449,2010400449010,10,94
2010400449,2010400449011,11,168
2010400449,2010400449012,12,359
2010400449,2010400449013,13,191
2010400449,2010400449014,14,525
2010400449,2010400449015,15,19
2010400449,2010400449016,16,556
2010400465,2010400465001,1,555
2010400465,2010400465002,2,961
2010400465,2010400465003,3,323
2010400465,2010400465004,4,521
2010400465,2010400465005,5,768
2010400465,2010400465006,6,650
2010400465,2010400465007,7,833
2010400465,2010400465008,8,180
2010400465,2010400465009,9,843
2010400465,2010400465010,10,993
2010400465,2010400465011,11,960
2010400465,2010400465012,12,535
2010400465,2010400465013,13,110
2010400465,2010400465014,14,562
2010400465,2010400465015,15,916
2010400465,2010400465016,16,220
2010400465,2010400465017,17,25
2010400465,2010400465018,18,20
2010400465,2010400465019,19,723
2010500484,2010500484001,1,834
2010500484,2010500484002,2,460
2010500484,2010500484003,3,915
2010500484,2010500484004,4,795
2010500484,2010500484005,5,142
2010500484,2010500484006,6,506
2010500484,2010500484007,7,642
2010500484,2010500484008,8,315
2010500484,2010500484009,9,65
2020100493,2020100493001,1,987
2020100493,2020100493002,2,913
2020100495,2020100495001,1,226
2020100495,2020100495002,2,58
2020200497,2020200497001,1,633
2020200497,2020200497002,2,882
2020200497,2020200497003,3,79
2020200497,2020200497004,4,335
2020200497,2020200497005,5,195
2020200497,2020200497006,6,496
2020200497,2020200497007,7,137
2020200497,2020200497008,8,802
2020200505,2020200505001,1,509
2020200505,2020200505002,2,908
2020200505,2020200505003,3,72
2020200505,2020200505004,4,692
2020300509,2020300509001,1,210
2020300509,2020300509002,2,11
2020300509,2020300509003,3,970
2020300509,2020300509004,4,377
2020300509,2020300509005,5,592
2020300509,2020300509006,6,914
2020300509,2020300509007,7,776
2020300509,2020300509008,8,695
2020300509,2020300509009,9,427
2020300509,2020300509010,10,920
2020300509,2020300509011,11,35
2020300509,2020300509012,12,200
2020300509,2020300509013,13,182
2020300522,2020300522001,1,637
2020300522,2020300522002,2,67
2020300522,2020300522003,3,609
2020300522,2020300522004,4,213
2020300522,2020300522005,5,610
2020300522,2020300522006,6,202
2020300522,2020300522007,7,391
2020300522,2020300522008,8,271
2020300522,2020300522009,9,487
2020300522,2020300522010,10,791
2020300522,2020300522011,11,890
2020400533,2020400533001,1,429
2020400533,2020400533002,2,522
2020400533,2020400533003,3,44
2020400533,2020400533004,4,223
2020400533,2020400533005,5,242
2020400533,2020400533006,6,749
2020400533,2020400533007,7,442
2020400533,2020400533008,8,587
2020400533,2020400533009,9,267
2020400533,2020400533010,10,149
2020400533,2020400533011,11,771
2020400533,2020400533012,12,112
2020400533,2020400533013,13,410
2020400533,2020400533014,14,590
2020400533,2020400533015,15,330
2020400533,2020400533016,16,386
2020400533,2020400533017,17,82
2020400533,2020400533018,18,214
2020400533,2020400533019,19,221
2020400533,2020400533020,20,126
2020600553,2020600553001,1,784
2020600553,2020600553002,2,289
2020600553,2020600553003,3,884
2020600556,2020600556001,1,490
2020600556,2020600556002,2,121
2020600556,2020600556003,3,705
2020600556,2020600556004,4,153
2020600556,2020600556005,5,222
2020600556,2020600556006,6,256
2020600556,2020600556007,7,83
2020600556,2020600556008,8,725
2020600556,2020600556009,9,621
2020600556,2020600556010,10,218
2020600556,2020600556011,11,631
2020600556,2020600556012,12,138
2020600556,2020600556013,13,887
2020600556,2020600556014,14,112
2020600570,2020600570001,1,711
2020600570,2020600570002,2,597
2020600570,2020600570003,3,524
2020600570,2020600570004,4,878
2020600570,2020600570005,5,169
2020600570,2020600570006,6,728
2020600570,2020600570007,7,911
2020600570,2020600570008,8,9
2020600570,2020600570009,9,660
2020600570,2020600570010,10,245
2020600570,2020600570011,11,96
2020600570,2020600570012,12,260
2020600570,2020600570013,13,510
2020600570,2020600570014,14,415
2020600570,2020600570015,15,600
2020600570,2020600570016,16,549
2020600570,2020600570017,17,151
2020600570,2020600570018,18,655
2020600570,2020600570019,19,850
2020600570,2020600570020,20,780
2030100590,2030100590001,1,564
2030100591,2030100591001,1,180
2030100591,2030100591002,2,301
2030100591,2030100591003,3,877
2030100591,2030100591004,4,767
2030100591,2030100591005,5,330
2030100591,2030100591006,6,378
2030100591,2030100591007,7,363
2030100591,2030100591008,8,88
2030100591,2030100591009,9,159
2030100591,2030100591010,10,541
2030100591,2030100591011,11,124
2030100591,2030100591012,12,178
2030100591,2030100591013,13,566
2030100591,2030100591014,14,823
2030100591,2030100591015,15,212
2030100591,2030100591016,16,189
2030100591,2030100591017,17,460
2030100591,2030100591018,18,190
2030200609,2030200609001,1,497
2030200609,2030200609002,2,853
2030200609,2030200609003,3,730
2030200609,2030200609004,4,240
2030200609,2030200609005,5,501
2030200609,2030200609006,6,269
2030200615,2030200615001,1,878
2030200615,2030200615002,2,12
2030200615,2030200615003,3,59
2030200615,2030200615004,4,771
2030200615,2030200615005,5,643
2030200615,2030200615006,6,729
2030200615,2030200615007,7,353
2030200622,2030200622001,1,792
2030300623,2030300623001,1,398
2030300623,2030300623002,2,291
2030300623,2030300623003,3,221
2030300623,2030300623004,4,288
2030300623,2030300623005,5,624
2030300623,2030300623006,6,200
2030300623,2030300623007,7,842
2030300623,2030300623008,8,785
2030300623,2030300623009,9,252
2030300623,2030300623010,10,433
2030300623,2030300623011,11,411
2030300623,2030300623012,12,371
2030300623,2030300623013,13,783
2030300623,2030300623014,14,829
2030300623,2030300623015,15,880
2030300623,2030300623016,16,950
2030300623,2030300623017,17,182
2030300623,2030300623018,18,830
2030300623,2030300623019,19,820
2030300642,2030300642001,1,99
2030300642,2030300642002,2,515
2030300642,2030300642003,3,162
2030300642,2030300642004,4,403
2030300642,2030300642005,5,277
2030300642,2030300642006,6,42
2030300642,2030300642007,7,579
2030300642,2030300642008,8,979
2030300642,2030300642009,9,7
2030300642,2030300642010,10,126
2030300642,2030300642011,11,69
2030300642,2030300642012,12,762
2030300642,2030300642013,13,170
2030300642,2030300642014,14,502
2030300656,2030300656001,1,287
2030300656,2030300656002,2,829
2030300656,2030300656003,3,247
2030300656,2030300656004,4,795
2030300656,2030300656005,5,403
2030500661,2030500661001,1,417
2030500661,2030500661002,2,827
2030500661,2030500661003,3,880
2030500664,2030500664001,1,403
2030500664,2030500664002,2,797
2030500664,2030500664003,3,938
2030500664,2030500664004,4,867
2030500664,2030500664005,5,472
2030500664,2030500664006,6,5
2030500664,2030500664007,7,313
2030500664,2030500664008,8,291
2030500664,2030500664009,9,914
2030500664,2030500664010,10,321
2030500664,2030500664011,11,365
2030500664,2030500664012,12,473
2030600676,2030600676001,1,525
2030600676,2030600676002,2,747
2030600676,2030600676003,3,357
2030600676,2030600676004,4,275
2030600676,2030600676005,5,875
2030600676,2030600676006,6,743
2030600676,2030600676007,7,584
2030600676,2030600676008,8,90
2030600676,2030600676009,9,194
2030600676,2030600676010,10,504
2030600676,2030600676011,11,696
2030600676,2030600676012,12,547
2030600676,2030600676013,13,202
2030600676,2030600676014,14,880
2030700690,2030700690001,1,607
2030700690,2030700690002,2,352
2030700690,2030700690003,3,695
2030700690,2030700690004,4,60
2030700690,2030700690005,5,566
2030700690,2030700690006,6,608
2030700690,2030700690007,7,439
2030700690,2030700690008,8,471
2030700690,2030700690009,9,895
2030700699,2030700699001,1,223
2030700699,2030700699002,2,940
2030700699,2030700699003,3,111
2030800702,2030800702001,1,749
2030800702,2030800702002,2,280
2030800702,2030800702003,3,969
2030800702,2030800702004,4,775
2030800702,2030800702005,5,980
2030800702,2030800702006,6,929
2030800702,2030800702007,7,548
2030800702,2030800702008,8,330
2030800702,2030800702009,9,911
2030800702,2030800702010,10,276
2030800702,2030800702011,11,314
2030800702,2030800702012,12,714
2040100714,2040100714001,1,105
2040100714,2040100714002,2,421
2040100714,2040100714003,3,782
2040100714,2040100714004,4,58
2040100714,2040100714005,5,783
2040100714,2040100714006,6,778
2040100714,2040100714007,7,265
2040100714,2040100714008,8,341
2040100714,2040100714009,9,34
2040100714,2040100714010,10,534
2040100714,2040100714011,11,65
2040100714,2040100714012,12,489
2040100726,2040100726001,1,227
2040100726,2040100726002,2,526
2040100726,2040100726003,3,547
2040100726,2040100726004,4,143
2040100726,2040100726005,5,267
2040100726,2040100726006,6,963
2040100726,2040100726007,7,559
2040100726,2040100726008,8,815
2040100726,2040100726009,9,284
2040100726,2040100726010,10,20
2040100726,2040100726011,11,804
2040100726,2040100726012,12,160
2040100726,2040100726013,13,962
2040200739,2040200739001,1,475
2040200739,2040200739002,2,161
2040200739,2040200739003,3,289
2040200739,2040200739004,4,863
2040200739,2040200739005,5,172
2040200739,2040200739006,6,592
2040200739,2040200739007,7,421
2040200739,2040200739008,8,989
2040200739,2040200739009,9,833
2040200739,2040200739010,10,511
2040300749,2040300749001,1,784
2040300749,2040300749002,2,530
2040300749,2040300749003,3,193
2040300749,2040300749004,4,558
2040300749,2040300749005,5,843
2040300749,2040300749006,6,992
2040300749,2040300749007,7,606
2040300749,2040300749008,8,844
2040300749,2040300749009,9,888
2040300749,2040300749010,10,6
2040300749,2040300749011,11,913
2040300749,2040300749012,12,887
2040300749,2040300749013,13,431
2040300749,2040300749014,14,508
2040300749,2040300749015,15,863
2040300749,2040300749016,16,111
2040300749,2040300749017,17,357
2040300749,2040300749018,18,922
2040300749,2040300749019,19,987
2040300749,2040300749020,20,695
2040300769,2040300769001,1,945
2040300769,2040300769002,2,656
2040300769,2040300769003,3,995
2040300769,2040300769004,4,496
2040300769,2040300769005,5,994
2040300769,2040300769006,6,926
2040300769,2040300769007,7,280
2040300769,2040300769008,8,850
2040300769,2040300769009,9,205
2040300769,2040300769010,10,949
2040300769,2040300769011,11,812
2040300769,2040300769012,12,397
2040300769,2040300769013,13,272
2040300782,2040300782001,1,361
2040300782,2040300782002,2,281
2040300782,2040300782003,3,416
2040300782,2040300782004,4,539
2040300782,2040300782005,5,690
2040300782,2040300782006,6,452
2040300782,2040300782007,7,146
2040300782,2040300782008,8,204
2040300782,2040300782009,9,516
2040400791,2040400791001,1,801
2040400791,2040400791002,2,801
2040400791,2040400791003,3,9
2040400791,2040400791004,4,985
2040500795,2040500795001,1,545
2040500795,2040500795002,2,243
2040500795,2040500795003,3,361
2040500795,2040500795004,4,38
2040500795,2040500795005,5,870
2040500795,2040500795006,6,954
2040500795,2040500795007,7,638
2040500795,2040500795008,8,658
2040500795,2040500795009,9,875
2040500795,2040500795010,10,464
2040500795,2040500795011,11,474
2040500795,2040500795012,12,807
2040500795,2040500795013,13,761
2040500795,2040500795014,14,72
2040500795,2040500795015,15,92
2040500795,2040500795016,16,788
2050100811,2050100811001,1,334
2050100811,2050100811002,2,581
2050100811,2050100811003,3,577
2050100811,2050100811004,4,430
2050100811,2050100811005,5,162
2050100811,2050100811006,6,27
2050100811,2050100811007,7,843
2050100818,2050100818001,1,217
2050100818,2050100818002,2,645
2050100818,2050100818003,3,760
2050100818,2050100818004,4,891
2050100818,2050100818005,5,500
2050100818,2050100818006,6,305
2050100818,2050100818007,7,898
2050100818,2050100818008,8,784
2050100818,2050100818009,9,290
2050100818,2050100818010,10,330
2050100818,2050100818011,11,640
2050100818,2050100818012,12,100
2050100818,2050100818013,13,981
2050100818,2050100818014,14,555
2050100818,2050100818015,15,876
2050100818,2050100818016,16,299
2050100818,2050100818017,17,554
2050200835,2050200835001,1,440
2050200835,2050200835002,2,902
2050200835,2050200835003,3,990
2050200835,2050200835004,4,811
2050300839,2050300839001,1,765
2050300839,2050300839002,2,758
2050300839,2050300839003,3,8
2050300839,2050300839004,4,530
2050300839,2050300839005,5,665
2050300844,2050300844001,1,4
2050300844,2050300844002,2,649
2050300844,2050300844003,3,884
2050300844,2050300844004,4,782
2050300844,2050300844005,5,126
2050300844,2050300844006,6,704
2050300844,2050300844007,7,26
2050300844,2050300844008,8,966
2050300844,2050300844009,9,320
2050300844,2050300844010,10,864
2050300844,2050300844011,11,624
2050300844,2050300844012,12,150
2050300844,2050300844013,13,550
2050300844,2050300844014,14,400
2050300844,2050300844015,15,408
2050300844,2050300844016,16,767
2050300844,2050300844017,17,579
2060100861,2060100861001,1,793
2060100861,2060100861002,2,904
2060100861,2060100861003,3,862
2060100861,2060100861004,4,159
2060100861,2060100861005,5,544
2060100861,2060100861006,6,618
2060100861,2060100861007,7,313
2060100861,2060100861008,8,628
2060100861,2060100861009,9,540
2060100861,2060100861010,10,679
2060200871,2060200871001,1,186
2060200871,2060200871002,2,662
2060200871,2060200871003,3,43
2060200871,2060200871004,4,969
2060200871,2060200871005,5,830
2060200871,2060200871006,6,597
2060200871,2060200871007,7,730
2060200871,2060200871008,8,758
2060200871,2060200871009,9,201
2060200871,2060200871010,10,140
2060200871,2060200871011,11,743
2060200871,2060200871012,12,696
2060200871,2060200871013,13,662
2060200871,2060200871014,14,297
2060200871,2060200871015,15,480
2060200871,2060200871016,16,873
2060200871,2060200871017,17,665
2060200888,2060200888001,1,896
2060200889,2060200889001,1,786
2060200889,2060200889002,2,740
2060200889,2060200889003,3,853
2060200889,2060200889004,4,189
2060200889,2060200889005,5,539
2060200889,2060200889006,6,42
2060200889,2060200889007,7,449
2060200889,2060200889008,8,235
2060200889,2060200889009,9,863
2060200889,2060200889010,10,705
2060200889,2060200889011,11,138
2060200900,2060200900001,1,723
2060200900,2060200900002,2,450
2060200900,2060200900003,3,404
2060200900,2060200900004,4,605
2060200900,2060200900005,5,271
2060200900,2060200900006,6,620
2060200900,2060200900007,7,735
2060200900,2060200900008,8,978
2060200900,2060200900009,9,357
2060300909,2060300909001,1,58
2060300909,2060300909002,2,671
2060300909,2060300909003,3,491
2060300909,2060300909004,4,591
2060300909,2060300909005,5,697
2060300909,2060300909006,6,107
2060300909,2060300909007,7,130
2060300909,2060300909008,8,400
2060300909,2060300909009,9,875
2060300909,2060300909010,10,485
2060300909,2060300909011,11,641
2060300909,2060300909012,12,524
2060300909,2060300909013,13,233
2060300909,2060300909014,14,198
2060300909,2060300909015,15,602
2060300909,2060300909016,16,940
2060300909,2060300909017,17,327
2060300926,2060300926001,1,688
2060300926,2060300926002,2,51
2060300926,2060300926003,3,220
2060300926,2060300926004,4,729
